Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  ,awareness_score,motivation_category,attractiveness_rating,awareness_normalized,attractiveness_normalized,composite_intent_score,cluster
2168,2025-11-12 11:39:46,2025-11-12 21:17:28,Complete,English,1762918779_6914017b14eaa6.77871471,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,104.28.119.111,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,5,Career growth opportunities,,4,Growth-oriented,5,1.0,0.4444444444444444,0.7222222222222222,1
2169,2025-11-12 11:40:10,2025-11-12 11:41:07,Complete,English,1762918806_6914019631d227.68847044,"Mozilla/5.0 (Linux; Android 16; SM-S938B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.105 Mobile Safari/537.36 Instagram 405.1.0.57.77 Android (36/16; 300dpi; 720x1560; samsung; SM-S938B; pa3q; qcom; en_GB; 818801753; IABMV/1)",,137.132.26.183,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,,4,Values-oriented,7,1.0,0.6666666666666666,0.8333333333333333,2
2170,2025-11-12 11:40:19,2025-11-12 11:41:12,Complete,English,1762918812_6914019c30a708.05116520,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 405.1.0.27.75 (iPhone13,2; iOS 18_5; en_GB; en-GB; scale=3.00; 1170x2532; IABMV/1; 817093285)",,119.234.20.181,103.84470367432,1.3050999641418,Singapore,Singapore,0,22,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Career growth opportunities,,3,Growth-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
2171,2025-11-12 11:40:28,2025-11-12 13:01:50,Complete,English,1762918812_6914019c606856.95577778,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1",,137.132.26.132,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Career growth opportunities,,3,Growth-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
2172,2025-11-12 11:40:48,2025-11-12 11:42:18,Complete,English,1762918838_691401b6d3cde4.27412801,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,137.132.26.90,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Career growth opportunities,,1,Growth-oriented,8,0.0,0.7777777777777778,0.3888888888888889,3
2174,2025-11-12 11:41:06,2025-11-12 11:42:23,Complete,English,1762918862_691401ceebaa99.72610665,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.41,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,,3,Values-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
2176,2025-11-12 11:41:41,2025-11-12 11:42:53,Complete,English,1762918896_691401f0e300d8.94527960,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.80,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
2178,2025-11-12 11:42:35,2025-11-12 17:19:56,Complete,English,1762918950_6914022645db29.61620691,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1",,119.234.52.63,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,7,Work-life balance,,1,Values-oriented,7,0.0,0.6666666666666666,0.3333333333333333,3
2179,2025-11-12 11:42:58,2025-11-12 12:00:28,Complete,English,1762918969_691402399d25a0.72616671,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Safari/605.1.15",,210.10.1.8,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,10,Learning and development,,3,Growth-oriented,10,0.6666666666666666,1.0,0.8333333333333333,2
2181,2025-11-12 11:43:15,2025-11-12 11:44:45,Complete,English,1762918990_6914024e257882.86061716,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.116,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,,Application and interview process,,,4,Career growth opportunities,,1,Growth-oriented,4,0.0,0.3333333333333333,0.16666666666666666,0
2183,2025-11-12 11:44:30,2025-11-12 11:45:53,Complete,English,1762919062_69140296b299e6.21689633,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Mobile/15E148 Safari/604.1",,137.132.26.66,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,,Work-life balance and culture,Application and interview process,,,5,Career growth opportunities,,1,Growth-oriented,5,0.0,0.4444444444444444,0.2222222222222222,0
2184,2025-11-12 11:44:41,2025-11-12 11:46:46,Complete,English,1762919073_691402a1b08981.69763106,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,137.132.26.183,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Work-life balance,,2,Values-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
2186,2025-11-12 11:46:04,2025-11-12 14:20:42,Complete,English,1762919158_691402f66f5da6.50499633,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.82,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7,Meaningful work impact,,2,Values-oriented,7,0.3333333333333333,0.6666666666666666,0.5,3
2187,2025-11-12 11:46:14,2025-11-12 11:47:30,Complete,English,1762919168_6914030083b7a9.51980076,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.8.84,103.83930206299,1.2997000217438,Singapore,Singapore,0,23,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5,Meaningful work impact,,3,Values-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
2188,2025-11-12 11:46:29,2025-11-12 11:49:55,Complete,English,1762919185_691403112f67f7.97744924,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/23A355 Safari/604.1",,117.20.154.57,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,,Application and interview process,,,7,Compensation package,,4,Stability-oriented,7,1.0,0.6666666666666666,0.8333333333333333,2
2190,2025-11-12 11:47:09,2025-11-12 11:48:58,Complete,English,1762919223_69140337000b14.43715871,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,137.132.26.129,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5,Learning and development,,1,Growth-oriented,5,0.0,0.4444444444444444,0.2222222222222222,0
2191,2025-11-12 11:47:21,2025-11-12 15:26:19,Complete,English,1762919236_69140344ca5ce3.45355217,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.73,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,8,Job security,,2,Stability-oriented,8,0.3333333333333333,0.7777777777777778,0.5555555555555556,3
2192,2025-11-12 11:47:59,2025-11-12 11:50:01,Complete,English,1762919270_691403667ec344.54967998,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",,137.132.26.27,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,3,Other - Write In (Required),Relation to my field in chemistry,2,Other,3,0.3333333333333333,0.2222222222222222,0.2777777777777778,0
2193,2025-11-12 11:49:54,2025-11-12 11:51:08,Complete,English,1762919386_691403da4ea624.12837554,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,137.132.26.87,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,,2,Values-oriented,5,0.3333333333333333,0.4444444444444444,0.38888888888888884,3
2194,2025-11-12 11:49:58,2025-11-12 12:03:12,Complete,English,1762919392_691403e0a809a4.59578850,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22G100 Instagram 405.1.0.27.75 (iPhone15,2; iOS 18_6_2; en_GB; en-GB; scale=3.00; 1179x2556; IABMV/1; 817093285)",,137.132.26.93,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6,Career growth opportunities,,3,Growth-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
2195,2025-11-12 11:52:48,2025-11-12 11:53:54,Complete,English,1762919563_6914048b681000.38936608,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,172.224.240.58,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,9,Work-life balance,,4,Values-oriented,9,1.0,0.8888888888888888,0.9444444444444444,2
2198,2025-11-12 11:54:13,2025-11-12 11:57:08,Complete,English,1762919646_691404dea5a216.23428394,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23A330 Instagram 405.1.0.27.75 (iPhone18,1; iOS 26_0; en_GB; en-GB; scale=3.00; 1206x2622; IABMV/1; 817093285)",,111.65.33.208,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,7,Meaningful work impact,,2,Values-oriented,7,0.3333333333333333,0.6666666666666666,0.5,3
2199,2025-11-12 11:54:13,2025-11-12 11:55:06,Complete,English,1762919212_6914032cea79a1.75993735,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.141,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,Yale-NUS College,Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,,Work-life balance and culture,Application and interview process,,,5,Meaningful work impact,,1,Values-oriented,5,0.0,0.4444444444444444,0.2222222222222222,0
2200,2025-11-12 11:55:04,2025-11-12 11:57:05,Complete,English,1762919696_69140510262765.77809795,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,111.65.70.51,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,,Application and interview process,,,5,Career growth opportunities,,3,Growth-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
