Status,Country,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying?,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?",Which of these factors would most motivate you to apply for a position at the organisation?,target,survey_duration_minutes,hour_started,is_weekend,is_business_hours,is_mobile,is_singapore,zero_duration,likely_timeout,reached_demographics,reached_perception,reached_interests,reached_attractiveness,reached_motivation,inst_grouped,subj_grouped,gender_fixed
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Work-life balance,0,1.2,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Career growth opportunities,0,1.6,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,1.0,Meaningful work impact,0,1.45,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,4.0,Career growth opportunities,0,1.5666666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,5.0,Work-life balance,0,1.2833333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,University of Nevada Las Vegas Singapore (UNLV),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Meaningful work impact,0,0.9166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Work-life balance,0,1.5166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,0,1.3333333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Work-life balance,0,2.25,10,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,United States,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Meaningful work impact,0,1.95,10,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Work-life balance,0,2.3833333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,United States,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,4.0,Work-life balance,0,197.0,11,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,5.0,Job security,0,1.4166666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,8.0,Job security,0,1.5166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Career growth opportunities,0,1.0166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,6.0,Work-life balance,0,1.1,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Career growth opportunities,0,0.8666666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,9.0,Meaningful work impact,0,194.45,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,,Application and interview process,,,7.0,Career growth opportunities,0,1.0166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,2.0,Work-life balance,0,1.5666666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,2.0,Meaningful work impact,0,2099.0,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5.0,Job security,0,1.9166666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,4.0,Work-life balance,0,1.8,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,3.0,Work-life balance,0,2.6166666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Meaningful work impact,0,1.3833333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Career growth opportunities,0,1.2166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Work-life balance,0,3.1166666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Yale-NUS College,Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,4.0,Learning and development,0,1.1333333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Non-Autonomous/Other,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Meaningful work impact,0,1.35,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,United States,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Work-life balance,0,2.533333333333333,11,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,8.0,Meaningful work impact,0,0.9833333333333333,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,7.0,Meaningful work impact,0,1.05,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Compensation package,0,1.0166666666666666,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
